cell_id,prompt,answer,output_med
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is LY2109761. The drug SMILES structure is C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6. Drug target is TGFB1. Drug target pathway is Other.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,??
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CAP-232, TT-232, TLN-232. The drug SMILES structure is CC(C(C(=O)N)NC(=O)C1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)O. Drug target is Glycolysis. Drug target pathway is Metabolism.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CYCLOPHOSPHAMIDE. The drug SMILES structure is C1CNP(=O)(OC1)N(CCCl)CCCl. Drug target is Alkylating agent. Drug target pathway is DNA replication.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,"??
Reasoning:???"
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is NVP-BEZ235. The drug SMILES structure is CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5. Drug target is PI3K (class 1), MTORC1, MTORC2. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,"??
Reasoning:???"
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is YM-201636. The drug SMILES structure is C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N. Drug target is PIKFYVE. Drug target pathway is PI3K/MTOR signaling.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,??
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is LEFLUNOMIDE. The drug SMILES structure is CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F. Drug target is Pyrimidine synthesis inhibitor. Drug target pathway is DNA replication.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,Reasoning: The cell line is sensitive to the drug.
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is SB-216763. The drug SMILES structure is CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl. Drug target is GSK3A, GSK3B. Drug target pathway is WNT signaling.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,/?
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is SHIKONIN. The drug SMILES structure is CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C. Drug target is not defined. Drug target pathway is Other.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is QS-11. The drug SMILES structure is C1CC2=C(C1)C=C(C=C2)OC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C6=CC=CC=C6)NC(CC7=CC=CC=C7)CO. Drug target is Unknown. Drug target pathway is Unknown.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is MOTESANIB. The drug SMILES structure is CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C. Drug target is VEGFR, RET, KIT, PDGFR. Drug target pathway is RTK signaling.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,Reasoning:?
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is DACTINOMYCIN. The drug SMILES structure is C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C. Drug target is RNA polymerase. Drug target pathway is Other.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,"[Sensitive/Resistant]
Reasoning: The drug is known to be sensitive to cells with mutations in the DNA repair pathway. However, the drug may still be effective in cells with mutations in other pathways."
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is XMD13-2. The drug SMILES structure is O=C(C1CC1)NC2=NNC3=CC(C4=CC(C(NC5CC5)=O)=CC=C4)=CC=C32. Drug target is MRCKB. Drug target pathway is Cytoskeleton.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is STF-62247. The drug SMILES structure is CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3. Drug target is Autophagy inducer. Drug target pathway is Other.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CCT018159. The drug SMILES structure is CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C. Drug target is HSP90. Drug target pathway is Protein stability and degradation.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,??
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is VENETOCLAX. The drug SMILES structure is CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C. Drug target is BCL2. Drug target pathway is Apoptosis regulation.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,"Reasoning: 
The cell line is sensitive to the drug."
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ELESCLOMOL. The drug SMILES structure is CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2. Drug target is HSP90. Drug target pathway is Protein stability and degradation.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is GSK2578215A. The drug SMILES structure is C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4. Drug target is LRRK2. Drug target pathway is Other, kinases.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is BIX02189. The drug SMILES structure is CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N(C)C)O. Drug target is MEK5, ERK5. Drug target pathway is ERK MAPK signaling.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Resistant,??
ACH-000021,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is KIN001-135. The drug SMILES structure is COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC. Drug target is IKK. Drug target pathway is Other, kinases.
The mutations of the cell line are ALK, AR, ASXL1, ATR, BRCA2, CSF1R, KDM5C, MLL, MUTYH, SMARCA4, TP53.
Drug Sensitivity: ?",Sensitive,??
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is JW-7-24-1. The drug SMILES structure is COC1=CC(=CC(=C1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC(=C(C=C5)N6CCNCC6)C(F)(F)F)OC. Drug target is LCK. Drug target pathway is Other, kinases.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Sensitive,"I'm sorry, but I don't understand your question. What are you asking me to decide? Are you asking me to decide whether the drug is sensitive or resistant to the cell line with the given mutations? If so, I don't have enough information to make that decision. You need to provide more information about the drug and the cell line, such as the mechanism of action of the drug and the nature of the mutations."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is ERK5-IN-1. The drug SMILES structure is CCOC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCN(CC3)C)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C7CCCC7. Drug target is ERK5, BET. Drug target pathway is Other.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Sensitive,"I'm sorry, but I don't understand your question. What are you asking me to decide?"
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is IMATINIB. The drug SMILES structure is CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5. Drug target is ABL, KIT, PDGFR. Drug target pathway is Other, kinases.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Sensitive,"Reasoning: 
The cell line is sensitive to the drug."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is CX-5461. The drug SMILES structure is CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C. Drug target is RNA Polymerase 1. Drug target pathway is Other.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"I'm sorry, but I don't understand your question. Are you asking whether the cell line is sensitive or resistant to the drug? If so, please provide more information about the drug and cell line."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is NVP-TAE684. The drug SMILES structure is CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC. Drug target is ALK. Drug target pathway is RTK signaling.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"Reasoning: 
The cell line is sensitive to the drug."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is KIN001-244. The drug SMILES structure is C1=CC=C(C=C1)[C@H](COC2=CC3=C(C=C2)NC(=O)N3)NC(=O)C4=CC=CN(C4=O)CC5=CC(=C(C=C5)F)F. Drug target is PDK1. Drug target pathway is Other, kinases.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"I'm sorry, but I don't understand your question. Are you asking whether the cell line is sensitive or resistant to the drug? If so, please provide more information about the drug and cell line."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is LINSITINIB. The drug SMILES structure is CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O. Drug target is IGF1R. Drug target pathway is IGF1R signaling.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Sensitive,"??
Reasoning: 
I'm sorry, but I don't understand the reasoning behind the drug sensitivity of the cell line with given mutations. Can you help me with that?"
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is FTY-720. The drug SMILES structure is CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N. Drug target is S1P. Drug target pathway is Other.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"Reasoning:
I'm sorry, but I don't understand your reasoning. Could you please explain it in more detail?"
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is UNC0642. The drug SMILES structure is CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)N5CCC(CC5)(F)F. Drug target is G9A, GLP. Drug target pathway is Chromatin histone methylation.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Sensitive,Reasoning:?
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is AS601245. The drug SMILES structure is C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4. Drug target is JNK1, JNK2, JNK2. Drug target pathway is JNK and p38 signaling.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"I'm sorry, but I don't understand your question. Are you asking whether the cell line is sensitive or resistant to the drug? If so, please provide more information about the drug and cell line."
ACH-000045,"Think step by step and decide in a single word reflecting the drug sensitivity of the drug on the cell line with given mutations: [Sensitive/Resistant], [Reasoning].
Drug and cell line mutations: 
The drug is DOXORUBICIN. The drug SMILES structure is C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O. Drug target is Anthracycline. Drug target pathway is DNA replication.
The mutations of the cell line are ARFRP1, IRS2, NBN, WHSC1L1.
Drug Sensitivity: ?",Resistant,"[Sensitive/Resistant]
Reasoning: The cell line is sensitive to the drug."
